balcony,walls,total_area,district,year,cost,description,lon,lat,type_house,repair
1.0,Кирпичный,34,Академический,2017.0,2300000,"Продается новая квартира с отделкой под чистовую (отделка под ключ возможна), Автономное отопление, закрытый охраняемый двор. 3-й этаж, потолок 3 м. Возможны ипотека, материнский капитал. рассрочка платежа.(ошибочно указан 2 этаж, программа не дает исправить)",60.51913199999999,56.800094,Улучшенной,Требует
1.0,Монолитный,41,Автовокзал,2016.0,3790000,"квартира с мебелью в новом доме, закрытая территория, консъерж. видеонаблюдение. парковка. большая детская площадка. дизайнерские холлы. пол ламинат . в санузле плитка, окна не на дорогу.",60.622834,56.800957,Улучшенной,В
1.0,Кирпич,40,Академический,2012.0,3300000,,60.515809,56.795604,,
1.0,Другой,45,Автовокзал,2016.0,4790000,Продаётся 1-комнатной квартира в отличном состоянии в ЖК Академия.,60.620175,56.810827,,
1.0,Панельный,35,Н.Сортировка,1989.0,2480000,"Продается однокомнатная квартира площадью 35 м2. В доме выполнен капитальный ремонт с заменой стояков. В квартире выполнен косметический ремонт, заменены окна на пластиковые, входная сейф-дверь. Установлены счетчики на воду и э/э. Большая лоджия 6 м. Один взрослый собственник, обременений нет. Помогу с оформлением ипотеки!",60.54254200000001,56.866273,Улучшенной,Хорошее
1.0,Монолитный,48,Центр,2010.0,4850000,"Однокомнатная квартира в самом центре города,вдали от шумных магистралей,в ЖК бизнес-класса «Бажовский» с",60.622528,56.847602,Индивидуальная,В
2.0,Кирпичный,55,Пионерский,2000.0,4000000,Предлагаем рассмотреть возможность покупки уникальной и просторной 1-но комнатной квартиры в одном из самых востребованных районов города. Квартира идеально подойдет для современной семьи.,60.643495,56.865023,,В
,Кирпичный,31,Пионерский,1992.0,2500000,"Просторная однокомнатная квартира в спальном районе города Екатеринбург, Пионерский. Рядом есть вся необходимая инфраструктура: остановки, торгово-развлекательный центр Парк-Хаус, школы, детские сады, парк для прогулок. До метро Уральская 10 минут ходьбы.",60.621298,56.86298100000001,Улучшенной,Хорошее
1.0,Монолитный,51,ВИЗ,2010.0,5900000,В продаже 1 к.квартира в ЖК Адмиральском .,60.571414,56.843747,,
1.0,Кирпичный,29,Эльмаш,1980.0,1970000,Молодые люди и не очень – обратите внимание на данный интересный для Вас вариант доступного собственного жилья в мегаполисе!,60.64075500000001,56.900388,,Хорошее
1.0,Монолитный,30,Ботанический,2018.0,2980000,"Продается студия в ЖК Новая Ботаника. Комплекс расположен , вблизи ботанического сада. В составе ЖК будет трехэтажный наземный паркинг на 300 машиномест, а также 245 гостевых парковочных мест. Во дворе комплекса 8 детских игровых площадок. На первых этажах коммерческие помещения, где будут располагаться супермаркет, аптека, ресторан, салон красоты.",60.60829,56.79240400000001,Студия,Хорошее
1.0,Кирпичный,34,Эльмаш,2004.0,2800000,"Готова к самой срочной продаже, ипотека возможна, отличное состояние, очень теплая, дом кирпичный, имеем закрытую охраняемую территорию, есть консьерж. Среди жильцов исключительно положительные люди, имеем юридически безупречные документы. Это уникальный вариант для комфортной спокойной жизни в большом городе. Приходите, смотрите, звоните в любое время, отвечу на все Ваши вопросы, Марат.",60.618414,56.878999,Улучшенной,В
1.0,Панельный,33,Ботанический,1994.0,3000000,Продам просторную однокомнатную квартиру в излюбленном районе Ботаника.,60.62198000000001,56.793484,Индивидуальная,Хорошее
1.0,Кирпичный,30,Втузгородок,1968.0,3000000,"Продаётся уютная квартира, в ванной сделан ремонт пол года назад, вся мебель остаётся. Балкон застеклен",60.635204,56.843378,,В
1.0,Кирпич,38,Академический,2011.0,3000000,Продаю однокомнатную квартиру в энергоэффективном доме,60.51791479999999,56.7929997,,
1.0,Монолитный,39,Академический,2013.0,3200000,Ищете квартиру с ремонтом?,60.512494,56.79719100000001,Индивидуальная,В
1.0,Бетонные,42,Автовокзал,2012.0,4150000,"Предлагается уютная, теплая, светлая однокомнатная квартира в хорошем состоянии. Квартира расположена на 10 этаже, просторная комната 21 кв.м. Окна выходят на ул. Сурикова. Два лифта (грузовой и пассажирский). Установлена входная сейф-дверь. Застекленная лоджия. Имеется вместительная гардеробная. На полу ламинат, новые межкомнатные двери. Санузел в кафельной плитке. Установлены счетчики на воду и эл.энергию. В подарок остается кухонный гарнитур и встроенный шкаф-купе. Огороженная территория (закрытый, ухоженный двор), охраняемая парковка, въезд и вход с трех улиц: Щорса, Сурикова и Союзная. Видеонаблюдение, консьерж. Чистый подъезд. Во дворе детская и спортивная площадки. Развитая инфраструктура района. Рядом школы, детские садики, ТЦ ""Мегаполис"", ст. метро ""Чкаловская"", отличная транспортная доступность. Один собственник.",60.602586,56.80723,Улучшенной,Хорошее
1.0,Монолитный,52,УНЦ,2015.0,3390000,"Продается светлая, уютная и очень просторная однокомнатная квартира. Окна выходят на юго-восток.",60.547366,56.786232,,
1.0,Монолитный,36,Академический,2018.0,3510000,"Продам однокомнатную квартиру в доме комфорт класса ЖК «Аксиома» 2018 года постройки. Квартира просторная с удобной планировкой,чистая, уютная. Окна выходят во двор.В квартире сделан ремонт: ламинат, обои под покраску, санузел в кафеле, установлена сейф дверь. Квартира продается с мебелью: кухонный гарнитур с встроенной техникой, прихожая, шкаф купе, обеденная зона, диван. На территории дома ведется видеонаблюдение, закрытый двор. Без обременений. В шаговой доступности транспортные остановки и магазины.Документы готовы, ключи на сделке!!!",60.519923,56.785472,,
1.0,Панельный,39,Ботанический,1994.0,3300000,"Отличная квартира для небольшой семьи: очень большая комната, просторная кухня, раздельный санузел, застекленная пластиком просторная лоджия. Южная сторона. Новым владельцам остаётся кухонный гарнитур, плита, вместительный шкаф-купе в комнате, шкаф-гардероб в прихожей. Всё в хорошем состоянии. Установлены счётчики на воду и электричество. В квартире стоят качественные пластиковые окна в комнате и на кухне, из которых открывается прекрасный вид на Уктусские горы и Нижне-Исетский пруд. Установлена хорошая сейф-дверь. Сделан косметический ремонт. Заведён интернет-кабель. Чистый подъезд, добросовестная УК, ухоженная красивая дворовая территория с детской площадкой и парковкой для автомобилей.",60.63621,56.792335,Улучшенной,В
1.0,Кирпичный,48,Пионерский,,4550000,"Продается квартира с чудесным видом на город, в одном из лучших жилых комплексах пионерского поселка. Максимальная инфраструктура от торговых центров до УРФУ. Все в шаговой доступности. Максимально чистая продажа, без обременения, один собственник, ключи в день сделки. Остается вся мебель и техника. (по желанию, можем все забрать). Дополнительный бонус: в 100 метрах началось строительство нового здания Гимназий №35.",60.641905,56.85276999999999,,Хорошее
,Бетонные,37,Ботанический,2018.0,3199900,Новая квартира. Ключи на сделке,60.60829,56.79240400000001,,В
1.0,Кирпичный,40,Пионерский,2007.0,3590000,"Кировский район. Микрорайон Пионерский. Ул. Смазчиков, д.3. Развитая инфраструктура района: в шаговой доступности магазины, банки, школа, садик, остановки общественного транспорта, торгово-развлекательный центр Парк Хаус, Основинский парк и другие значимые организации социально-бытового назначения. Удобная транспортная развязка. Дом кирпичный 2012 года постройки, спец-проект. Двор огорожен, благоустроенная детская площадка. Сама квартира общей площадью 40,4 кв.м. + лоджия. Просторная кухня 12,5 кв.м. В комнате 19,5 кв.м выделена гардеробная. Окна квартиры сориентированы на западную сторону света. Отделка квартиры выполнена в нейтральных светлых тонах, состояние отличное! При продаже остается кухонный гарнитур, варочная поверхность, духовой шкаф, вытяжка, холодильник, встроенная гардеробная и шкаф-купе в прихожей, стиральная машина. Квартира в “чистой продаже”. Подробности по телефону.",60.619834,56.85960600000001,,В
1.0,Кирпич,50,УНЦ,2014.0,3450000,"Продам Однокомнатную квартиру в микрорайоне “Европейский” (район Краснолесья), ул. Чкалова 256. Отличная квартира, спецпроект, 9/16 этаж, площадь 46/19/11 кв.м, плюс лоджия с панорамным остеклением 4 кв.м. В квартире сделан хороший евроремонт, прекрасная планировка, большой коридор, гардеробная комната, сан.узел совмещенный, высота потолков 2,7 метра, окна выходят во двор, во дворе детская площадка и подземный паркинг, магазины и остановки рядом. Микрорайон «Европейский» позиционируется как район коттеджной и малоэтажной застройки, с своей самодостаточной инфраструктурой, территория патрулируется своей охранной фирмой, ухоженная красивая территория, с шикарными прогулочными зонами, водоём для рыбалки и отдыха на территории района, рядом лес. По соседству расстраивается микрорайон Академический, т.е. вся городская инфраструктура рядом, и в то же время тихое обособленное место. Успевайте приобрести прекрасную квартиру, в райском уголке Екатеринбурга. Цена всего 3450000 рублей.",60.530855,56.77924399999999,,В
1.0,Монолитный,25,Уктус,2012.0,2300000,"Прoдaётcя квартирa - студия в перспeктивном, экoлогичеcки чиcтом райoне, нa бepeгу Hижнеисетскoгo пpуда, c пpекpacным видом на гoрод, Уктусcкие гopы, лес, ж/к ""Каменный pучeй"".",60.671909,56.779856,Студия,
1.0,Монолитный,43,Уктус,2018.0,2638200,"Продается замечательная 1 комнатная квартира с отличной планировкой на 2 стороны, в новом доме ЖК «Рощинский». Дом сдан. Отделка «под чистовую»: пол - стяжка, стены - штукатурка, затирка, двухтарифный счетчик на электричество, счетчики ХВС, ГВС и на отопление, в связи с чем низкие коммунальные платежи. В санузле - унитаз, умывальник,лоджия застеклена. Тихий двор с детской и спортивной площадкой, просторный паркинг. Экологический чистый и спокойный район, расположенный в 20 минутах езды от центра города, рядом - сосновый лес, Нижнеисетский пруд, Уктусские горы, ТЦ «Глобус», аквапарк «Лимпопо». Помощь в оформлении Ипотеки с возможностью возвращения компенсации процентов по ипотеке.",60.671576,56.781873,Улучшенной,Требует
1.0,Монолитный,43,Уктус,2015.0,2890000,"Продам 2-комнатную квартиру студию 43.5м2 в новом микрорайоне Светлый. В квартире установлены счетчики на воду, тепло и э/э, что гарантирует низкие ком.платежи. Чистый подъезд оборудован 3 бесшумными лифтами. В подарок покупателю остается кухонный гарнитур! На территории микрорайона есть все необходимое - всевозможные магазины,аптеки,кафе,десерт-бар и парикмахерская,а наполнение дворов района одно из лучших в городе - футбольный/хоккейный,теннисный и баскетбольный корты,тренажеры и комплексы для детей разных возрастов,зеленые насаждения круглогодично-сейчас засадили аллею красивыми елями, широкие тротуары,лесопарковая зона вокруг, недалеко находится водоем, в будущем будет детский сад и кинотеатр.",60.699316,56.778875,,
1.0,Монолитный,40,Автовокзал,2016.0,4400000,,60.60352,56.8045,,
,Кирпичный,40,Широкая Речка,2014.0,2850000,"Дом от застройщика Атомстройкомплекс. Площадь квартиры 40 м2 без учёта лоджии.Лоджия 3,5 м2. Просторная и уютная квартира в хорошем состоянии. Очень тёплая, не угловая. Экологически чистый район. На стенах немецкие обои, пол-ламинат, деревянные межкомнатные двери, пластиковые окна,на лоджии алюминиевые стеклопакеты. Горизонтальная разводка труб отопления по квартире. В санузле мокрые зоны отделаны кафелем. Хорошие тихие соседи, на площадке всего 4 квартиры.",60.514228,56.806491,,
1.0,Кирпичный,31,Эльмаш,1961.0,2277007,БЕЗ КОМИССИЙ И ПЕРЕПЛАТ!,60.629589,56.886543,,В
1.0,Кирпичный,33,Химмаш,,1949000,"Если Вам понравилась эта квартира, а на ее приобретение не хватает средств, мы для Вас в кратчайшие сроки одобрим ипотеку, за счет партнерской программы ставки по кредиту ниже!!!",60.709396,56.751914,,
1.0,Кирпичный,33,Пионерский,1971.0,2650000,Отличная однокомнатная квартира на 4 этаже пятиэтажного кирпичного дома в микрорайоне Пионерский.,60.63585,56.861412,,
1.0,Бетонные,31,Чермет,1960.0,2100000,"Отличное месторасположение дома. В шаговой доступности магазины, банки, сфера услуг, школы, дет.сады, спортивные учреждения, весь транспорт!",60.610832,56.780901,Индивидуальная,Хорошее
,Кирпичный,31,Уралмаш,,1870000,"Продам 1-комнатную квартиру на Уралмаше (Веер), пр-кт. Космонавтов д.73/2, Развитая инфраструктура района, рядом школа, магазины , детский сад, «Мегамарт», «METRO», «Castorama», РК «Белка-маркет», ТРК «Омега». Удобная транспортная развязка, станция метро «Проспект Космонавтов»(15 минут пешком), в шаговой доступности остановки общественного транспорта.",60.610491,56.913456,,Хорошее
1.0,Панельный,48,С.Сортировка,1997.0,2500000,"Продается замечательная однокомнатная квартира. Прекрасный вид из окна на Верх-Исетский пруд. В шаговой доступности школа и детский сад, парк стадиона Локомотив и парк Семь Ключей. Остановки трамвая и автобуса. В квартире сделан качественный ремонт, сделана новая разводка. Просторная комната, где можно принимать много гостей, большая и функциональная кладовая, просторная кухня.",60.50981700000001,56.876008,Улучшенной,В
1.0,Другой,40,Уктус,2013.0,2995000,"Продам светлую, уютную квартиру!",60.673184,56.781823,,
,Кирпичный,35,Уктус,1994.0,2200000,"Продается теплая,светлая, уютная однокомнатная квартира в новом развивающемся районе УКТУСа. Большая жилая комната 20,2 кв.м. на два окна при желании можно сделать двухкомнатную квартиру либо сделать комнату и кухню-столовую. Квартира в хорошем состоянии остаются шкафы-купе и кухня. В квартире установлены стеклопакеты, сейф-дверь, счетчики воды и двухтарифный счетчик электроэнергии. Чистый подъезд. Двор закрытый с хорошей детской площадкой. В шаговой доступности расположены ТЦ ""Глобус"", Аквапарк, Океанариум. А для быстрых покупок есть магазины рядом с домом - Фест-маркет. В соседнем дворе расположен дет.сад № 133. Рядом остановки общественного транспорта ""Самолетная"", городская электричка и метро ст.""Ботаническая"".",60.649226,56.795742,,Хорошее
1.0,Кирпич,41,Академический,2019.0,2860000,"Продаётся новая 1-км квартира, проспект Академика Сахарова 31.",60.52772,56.778135,Улучшенной,В
1.0,Кирпичный,31,Шарташский р-к,1965.0,2600000,"Дом расположен во дворе. Высокий четвертый этаж, зеленая зона двора обеспечивают чистый воздух и отсутствие шума в квартире. Квартира светлая, уютная, освобождена и готова к быстрому заселению сразу же после сделки. Собственник один. В собственности более 15 лет. Документы готовы к продаже. Ипотека, материнский капитал - все предложения рассматриваются.",60.638024,56.828773,,Хорошее
1.0,Панельный,34,Эльмаш,1992.0,2430000,"Продам уютную, 1-комнатную квартиру улучшенной планировки на Эльмаше, ул.Таганская д.51. Развитая инфраструктура района, рядом школы, детские сады, ФОК, комплекс «Калининец». Удобная транспортная развязка, в шаговой доступности остановки общественного транспорта, ( станция метро «Проспект Космонавтов» 15 минут пешком) .Рядом лес, Калиновские разрезы.",60.634072,56.902683,Улучшенной,В
1.0,Монолитный,40,Вокзальный,2018.0,3100000,"Kвapтиpа c oтдeлкoй «пoд чиcтoвyю»: cтeны выpoвнeны, нa пoлy цeмeнтнo-пecчaнaя cтяжкa, caнyзлы гидpoизoлиpoвaны, выпoлнeнa paзвoдкa тpyб. Уcтaнoвлeны ceйф-двepи, пластиковые oкнa, радиаторы отопления, poзeтки, выключaтeли и пpибopы yчeтa ГВС, ХВС и элeктpичecтвa. Собственная инфраструктура на территории жилого комплекса. Двop полностью благоустроен, кapyceли и дeтcкий игpoвoй кoмплeкc. Для дeтeй млaдшeгo вoзpacтa пpeдycмoтpeны двe плoщaдки c пecoчницeй и бeзoпacными кaчeлями. Для зaнятий cпopтoм ecть yличныe тpeнaжepы, cтoлы для apмpecтлингa и игpы в тeнниc, бacкeтбoльнaя плoщaдкa, пoлe для мини-фyтбoлa и вeлoдopoжкa.",60.59899300000001,56.856063,,
1.0,Кирпич,45,ВИЗ,2011.0,5100000,,60.578448,56.844382,,В
1.0,Кирпич,40,Центр,2016.0,4640000,"ЖК ""Мечта"".",60.58999100000001,56.826065,,Хорошее
1.0,Монолитный,36,Вокзальный,2018.0,3150000,"Продам 1 комнатную квартиру,жилой комплекс ""Первый Николаевский"". (пересечение улиц Готвальда-Черепанова).Планировка квартиры правильной формы с выделенными местами для хранения . Дом оснащен новейшими технологиями учета и содержания дома! У Вас будет свой личный кабинет жильца (где можно оставить заявку и получить быстрый ответ)и не только...! Закрытый двор, современная детская площадка, уличные тренажеры для спорта,поле для мини-футбола,велодорожка,баскетбольная площадка,теннисные столы. В шаговой доступности зоны отдыха р.Ольховка,набережная городского пруда,лодочная станция. Паркинг подземный,наземный(гостевой).В микрорайоне есть 10 детских садов,5 школ,3 Вуза. магазины повседневного спроса, ТЦ Карнавал.",60.59899300000001,56.856063,,
1.0,,26,Эльмаш,2014.0,2399000,ID объекта в нашей базе: 515,60.61776700000001,56.90770600000001,Студия,В
1.0,Панельный,33,Ботанический,1994.0,2800000,"Светлая и просторная однокомнатная квартира ,с шикарной локацией возле метро .Различные магазины ,поликлиника ,школа ,детские садики ,скверы для прогулок и отдыха ,остановки общественного транспорта ,метро ,все в шаговой доступности .Оптимальное жилье для каждого независимо от возраста, профессии и привычек. В квартире косметический ремонт ,окна пластиковые ,лоджия остекленная .Соседи отзывчивые и дружные, вы всегда можете обратиться к ним за помощью .Квартира без обременений .Быстрый выход на сделку.",60.62198000000001,56.793484,Улучшенной,
1.0,Панельный,23,ЖБИ,1984.0,1200000,"Продается квартира-студия в отличном состоянии. Есть лоджия 6 метров. Расположение дома отличное: рядом парк, весь транспорт. Окна во двор, тихо и спокойно. Быстрый выход на сделку, никто не зарегистрирован, один взрослый собственник!",60.68064,56.840616,Студия,В
1.0,Кирпичный,31,Центр,1959.0,2690000,Предлагается к продаже однокомнатная квартира рядом с МЕТРО Динамо и Олимпийской НАБЕРЕЖНОЙ.,60.59394399999999,56.84982700000001,,
1.0,Монолитный,43,Уктус,2016.0,2850000,"Продаётся однокомнатная квартира. Удобная планировка с большой кухней. Квартира светлая и тёплая. Стоят все счетчики (на воду и на эл. энергию). Просторная застекленная лоджия приятно удивит Вас не только своими размерами, но и панорамой на город! Уютный и чистый двор с большой детской площадкой, магазины . Дом находится в тихом и экологически чистом районе, изолирован от шумных дорог. Чистая продажа!.. Документы готовы!.. Состояние квартиры - Заезжай и живи!..",60.700475,56.77885500000001,Улучшенной,Хорошее
1.0,Панельный,31,Шарташский р-к,1991.0,2550000,"Продам 1 ком. квартиру в 5 минутах ходьбы от центра города. Квартира теплая, светлая ,уютная с хорошей планировкой. Дружелюбные соседи, уютный двор, вместительная парковка. Очень развитая инфраструктура, все в шаговой доступности( школа, дет. сады, остановки маршруток и трамваев). Квартира освобождена. Документы готовы (Без обременений, мат.кап. не использовался, собственник один).Быстрый выход на сделку .Оперативный показ. Принимаем в зачет вторичное жилье!",60.651688,56.82653199999999,Улучшенной,Требует
1.0,Монолитный,39,Пионерский,2010.0,3800000,"Продаётся отличная однокомнатная квартира в идеально расположенном доме. Прекрасный вид с этажа на озеро Шарташ! Удобное расположение инфраструктуры: два детских сада, две школы, гимназия и школа искусств,большой парк, в 5 минутах ходьбы Т/ц Паркхаус! Трамвайные, троллейбусные, автобусные остановки в шаговой доступности, Закрытый двор- тихий и уютный! Вас порадует наличие наземного и подземного паркинга! В просторном светлом подъезде вас встретит вежливый консъерж. Заходя в подъезд приятно удивляет чистота как самого подъезда так и двух пассажирских и двух грузовых лифтов. Квартира с замечательным ремонтом встретит вас яркими, теплыми лучами солнца. Звоните записывайтесь на просмотр!",60.635994,56.862583,,
1.0,Монолитный,36,Академический,2018.0,2720000,"Новый дом.Чистовая отделка. Вся сантехника, включая раковину на кухне. В ванной установлена электросушилка, сделаны подключения под стиральную машину, приточная вентиляция, замки на окнах, регуляторы на батареях, счётчики на тепло и воду(автоматический передают показания),окна на юг, 2-й подъезд, подземный паркинг, детская площадка, 2 совершеннолетних собственника, ипотека возможна.",60.52772,56.778135,,В
1.0,Монолитный,42,Академический,2010.0,3180000,"""Доброе утро"", - скажет Вам солнышко, когда Вы будете пить на кухне чай или кофе. ""Добрый день"", - улыбнется оно Вам и будет радовать Вас до заката, играя своими лучами на стенах 20-метровой комнаты, в которой есть возможность разделения на 2 или 3 зоны.",60.516446,56.789658,,
1.0,Кирпичный,37,Уктус,2007.0,3100000,"Продается 1 ком. квартира в кирпичном доме. Остается кухонный гарнитур, шкаф-купе. Окна выходят на ул. Щербакова. В подъезде консьерж, видеонаблюдение.",60.649244,56.785403,Улучшенной,
,Кирпичный,38,Автовокзал,,3750000,"Окна на запад, охраняемый двор, консьерж, хорошая звуко- и теплоизоляция, настоящие кирпичные стены.Лоджия 10 кв.м., не входит в площадь квартиры.",60.616204,56.802711,,
1.0,Кирпич,41,УНЦ,2019.0,3250000,"В продаже квартиры в новом доме в Краснолесье. Жилой комплекс — это различные варианты планировок, огромный двор и вековые сосны под окнами. Это совершенно новый, но достаточно близко расположенный к центру города микрорайон Екатеринбурга. Здесь все новое: коммуникации, дороги, инфраструктура, маршруты транспорта, а главное, красивые современные дома с большими дворами.",60.549145,56.785167,,Хорошее
1.0,Кирпичный,32,Центр,,2750000,"Хорошие новости!!! Срочно продам 1 ком.квартиру.Отличная квартира,в центральном районе Екатеринбурга,рядом детский сад,школа,все виды транспорта в шаговой доступности.В доме ТСЖ -большая экономия на ком.услугах,в подъезде чисто,во дворе детская площадка.Квартира освобождена,ключи на сделке.Звоните, с удовольствием покажу.",60.621127,56.849477,,
1.0,Монолитный,38,Эльмаш,2014.0,2850000,Застройщик УГМК!!!,60.61776700000001,56.90770600000001,Улучшенной,Хорошее
1.0,Монолитный,40,Академический,2014.0,3200000,"Продается просторная однокомнатная квартира в самом центре Академического района, на улице Мехренцева, в каскадном многоэтажном доме. Окна выходят на солнечную сторону, не на дорогу. В квартире сделан ремонт. Рядом с домом находятся автобусные остановки, в шаговой доступности все продуктовые магазины, торговый центр, школы, садики. Район окружает лесопарковая зона, чистый воздух, отсутствие предприятий, река Патрушиха. В районе много игровых и спортивных площадок, велосипедных дорожек. Рядом с домом находится дублер, где всегда есть бесплатная парковка. Срочно продаем в связи с переездом.",60.52887,56.788164,Улучшенной,В
1.0,Панельный,38,С.Сортировка,2013.0,2750000,ID объекта в нашей базе: 620,60.52618399999999,56.870425,,Хорошее
1.0,Кирпичный,33,Вокзальный,1972.0,2800000,"Продам квартиру в историческом центре города! Напротив ЖК ""Макаровский квартал"". В доме из желтого кирпича с окнами на запад. Есть утепленная лоджия с батареей, которую можно использовать под детскую игровую или кабинет. Встроенный шкаф-купе и кондиционер остаются в подарок. Двор закрытый от въезда машин, электрические ворота управляются с пульта. Рядом с домом сквер им. Бабыкина, с прогулочными аллеями и скамейками, с другой стороны набережная Исети, которую сейчас активно реконструируют. К следующему лету у вас будет своя прогулочная зона вдоль реки. Дом стоит на второй линии от шума городских центральных магистралей. Вокруг сплошные островки зелени и набережная. Тишина и покой. Детские сады, школа, продуктовый магазин, остановки транспорта, 2 станции метро - все в шаговой доступности. Продажа квартиры простая, чистая, без обременений. Собственник один, взрослый. Рассмотрим покупателей с материнским капиталом и ипотекой (даже без первого взноса). Если у вас не продана своя квартира, то найдем на нее покупателя.",60.588922,56.85096400000001,Улучшенной,
1.0,Кирпичный,34,Эльмаш,2012.0,2700000,"Продается или меняется: отличная 1к квартира-аппартамент, площадью 34 м2",60.63404499999999,56.883509,,
1.0,Монолитный,53,Автовокзал,2012.0,4990000,"Предлагаем для Вас современную квартиру, ""Евро-двушку"", расположенную в новом доме ЖК"" Три Капитана"" в жилом перспективном районе Екатеринбурга!",60.615405,56.798172,Индивидуальная,В
1.0,Кирпич,40,Академический,2015.0,3290000,"Продается прекрасная 1к.кв. по адресу Рябинина 31 площадью 40мкв расположенная на 15 этаже в доме с закончившимся ремонтами соседей, расположенный в молодом, перспективном, активно развивающемся районе! Состояние отличное, очень хороший ремонт, светлая, просторная, аккуратная квартира с окнами на зеленое поле!В квартире установлена встроенная кухня , полностью оборудованная техникой:Холодильник Boch, Микроволновая печь Samsung, Стиральная машина Boch, ТелевизорSamsung , в квартире смонтирована гардеробная комната, с квартирой также остаются, диван , тумба под ТВ, комод под одежду.В доме имеются Четыре лифта, два из которых спускаются в подземный паркинг. Благоустроенный двор с развивающими детскими площадками, высокое качество воды. Современная социальная инфраструктура: новые детские сады, современные школьные комплексы, магазины, аптеки, кафе и т.д. Рядом с домом останова общественного транспорта. Напротив окон не будет строительства домов! Планируется разбить парк. Документы готовы! Возможно приобретение в ипотеку, с зачетом материнского капитала, рассмотрим рассрочку. Торг возможен.",60.50783199999999,56.794529,Студия,В
,Кирпичный,30,Ю-З,,2320000,ID объекта в нашей базе: 2297,60.584943,56.826523,,Хорошее
1.0,Монолитный,41,Автовокзал,2016.0,3790000,"Придомовая территория оборудована парковочными местами и детской площадкой Все необходимое рядом: магазины, супермаркеты, аптеки, школы и дошкольные учреждения, остановки общественного транспорта. Двор тихий и уютный, оборудованный скамейками. Квартира идеально подойдет для молодых людей. Квартира полностью меблирована и оборудована бытовой техникой. Все предметы интерьера остаются при продаже.В доме много детей разных возрастов. Ваш ребёнок быстро найдёт себе новых друзей! В квартире очень приятный микроклимат. Летом прохладно, а зимой очень тепло. Установлены счетчики водо-, газо-, электро-, теплоснабжения. Приглашаем на просмотр!",60.622834,56.800957,,
1.0,Монолитный,41,Чермет,2010.0,2750000,"ВАМ НУЖНА ИМЕННО ЭТА КВАРТИРА!!! Отличная однокомнатная квартира с шикарным видом на город. Просторная комната 17 кв м и большая кухня 11 кв м. Санузел в кафеле, есть гардеробная. Современный дом 2011 года с автономной котельной, что позволяет всегда иметь дома круглогодично горячую воду (опрессовки не влияют) и регулировку тепла в зависимости от комфортной температуры на улице. Свое ТСЖ. Видеонаблюдение и круглосуточная охрана. Хорошая развитая транспортная инфраструктура: остановки трамваев, автобусов в шаговой доступности, для автомобиля новая, гладкая и ровная дорога с развязкой ул.Московская-Объездная позволяет добраться до центра за 15 минут без пробок. Хорошая инфраструктура — рядом 3 школы, около 9 детсадов, супермаркет Кировский и многое другое. В ПОДАРОК ПОКУПАТЕЛЮ ОСТАЕТСЯ ВСЯ МЕБЕЛЬ И ТЕХНИКА (холодильник, микроволновка, посудомоечная и стиральная машина). ЗАЕЗЖАЙ и ЖИВИ!! ЗВОНИТЕ!!",60.597717,56.776384,Индивидуальная,
